0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
0.42857142857142855,0.5517241379310345,0.4090909090909091,0.5,0.8181818181818182,0.6,0.5,0.5,0.48,0.5,0.0,0.4642857142857143,0.5,0.4230769230769231,0.5769230769230769,0.75,0.4827586206896552,0.42857142857142855,0.5909090909090909,0.52,0.5454545454545454,0.5454545454545454,0.5185185185185185,0.36363636363636365,0.5,0.5625,0.47619047619047616,0.6206896551724138,0.4583333333333333,0.44,0.5,0.5897435897435898,0.5,0.5294117647058824,0.5333333333333333,0.5333333333333333,0.5666666666666667,0.5333333333333333,0.5151515151515151,0.5588235294117647,0.5625,0.5882352941176471,0.5428571428571428,0.5555555555555556,0.5483870967741935,0.6176470588235294,0.5483870967741935,0.5483870967741935,0.5588235294117647,0.4838709677419355,0.5517241379310345,0.5714285714285714,0.5666666666666667,0.5588235294117647,0.6285714285714286,0.5428571428571428,0.6388888888888888,0.5833333333333334,0.5428571428571428,0.45161290322580644,0.5,0.53125,0.5454545454545454,0.5428571428571428,0.4666666666666667,0.53125,0.6,0.5945945945945946,0.5757575757575758,0.5675675675675675,0.4,0.6129032258064516,0.6111111111111112,0.6086956521739131,0.5333333333333333,0.59375,0.5454545454545454,0.5161290322580645,0.59375,0.5185185185185185,0.5769230769230769,0.6060606060606061,0.5,0.5666666666666667,0.4827586206896552,0.5588235294117647,0.5,0.53125,0.5454545454545454
0.45454545454545453,0.46875,0.38461538461538464,0.36666666666666664,0.9,0.5517241379310345,0.5714285714285714,0.4074074074074074,0.5,0.4642857142857143,0.4642857142857143,0.0,0.38235294117647056,0.2857142857142857,0.37037037037037035,0.7692307692307693,0.3548387096774194,0.4,0.48,0.42857142857142855,0.6071428571428571,0.5555555555555556,0.4838709677419355,0.5172413793103449,0.41379310344827586,0.4411764705882353,0.5555555555555556,0.53125,0.4827586206896552,0.4666666666666667,0.5555555555555556,0.5238095238095238,0.6206896551724138,0.5384615384615384,0.5833333333333334,0.5833333333333334,0.6111111111111112,0.5833333333333334,0.5263157894736842,0.5641025641025641,0.5675675675675675,0.6585365853658537,0.55,0.525,0.5945945945945946,0.65,0.5945945945945946,0.5945945945945946,0.5263157894736842,0.5405405405405406,0.6388888888888888,0.5384615384615384,0.6486486486486487,0.5263157894736842,0.5897435897435898,0.47368421052631576,0.6,0.5128205128205128,0.47368421052631576,0.5526315789473685,0.5945945945945946,0.5789473684210527,0.5526315789473685,0.6190476190476191,0.6052631578947368,0.5789473684210527,0.6274509803921569,0.5952380952380952,0.65,0.6046511627906976,0.53125,0.6486486486486487,0.6428571428571429,0.7419354838709677,0.6578947368421053,0.631578947368421,0.5526315789473685,0.5277777777777778,0.631578947368421,0.5757575757575758,0.625,0.6410256410256411,0.6,0.5714285714285714,0.5428571428571428,0.5641025641025641,0.5588235294117647,0.5789473684210527,0.5897435897435898
0.4,0.45714285714285713,0.4838709677419355,0.36363636363636365,0.9142857142857143,0.6176470588235294,0.6363636363636364,0.5882352941176471,0.4375,0.5454545454545454,0.5,0.38235294117647056,0.0,0.23333333333333334,0.41935483870967744,0.7666666666666667,0.4444444444444444,0.5483870967741935,0.5666666666666667,0.5151515151515151,0.625,0.5333333333333333,0.375,0.5454545454545454,0.3548387096774194,0.43243243243243246,0.625,0.5142857142857142,0.5151515151515151,0.5833333333333334,0.5384615384615384,0.5111111111111111,0.6363636363636364,0.5581395348837209,0.6,0.6,0.5897435897435898,0.5641025641025641,0.475,0.4358974358974359,0.5128205128205128,0.6046511627906976,0.5,0.5454545454545454,0.5384615384615384,0.5952380952380952,0.575,0.6097560975609756,0.5476190476190477,0.525,0.65,0.5238095238095238,0.625,0.5121951219512195,0.5714285714285714,0.5,0.6444444444444445,0.5348837209302325,0.5,0.5365853658536586,0.5384615384615384,0.5609756097560976,0.5714285714285714,0.6,0.5853658536585366,0.5952380952380952,0.5294117647058824,0.5454545454545454,0.5609756097560976,0.5869565217391305,0.5555555555555556,0.6585365853658537,0.5909090909090909,0.7777777777777778,0.6341463414634146,0.575,0.5365853658536586,0.55,0.6428571428571429,0.631578947368421,0.6756756756756757,0.6818181818181818,0.6829268292682927,0.625,0.6341463414634146,0.5476190476190477,0.6153846153846154,0.5952380952380952,0.5714285714285714
0.46875,0.43333333333333335,0.3333333333333333,0.3793103448275862,0.8928571428571429,0.5185185185185185,0.5925925925925926,0.48148148148148145,0.5172413793103449,0.4230769230769231,0.4230769230769231,0.2857142857142857,0.23333333333333334,0.0,0.32,0.6956521739130435,0.36666666666666664,0.4166666666666667,0.43478260869565216,0.38461538461538464,0.5769230769230769,0.4583333333333333,0.39285714285714285,0.4230769230769231,0.42857142857142855,0.40625,0.52,0.5,0.38461538461538464,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5925925925925926,0.5897435897435898,0.6,0.6,0.5882352941176471,0.5588235294117647,0.5,0.5405405405405406,0.5428571428571428,0.6410256410256411,0.5641025641025641,0.575,0.5714285714285714,0.631578947368421,0.6111111111111112,0.6111111111111112,0.5789473684210527,0.5555555555555556,0.6571428571428571,0.5897435897435898,0.6666666666666666,0.5789473684210527,0.6410256410256411,0.5641025641025641,0.6829268292682927,0.5641025641025641,0.5263157894736842,0.5675675675675675,0.5714285714285714,0.5945945945945946,0.5277777777777778,0.6,0.5833333333333334,0.5945945945945946,0.5833333333333334,0.6097560975609756,0.5945945945945946,0.5853658536585366,0.5483870967741935,0.6666666666666666,0.6585365853658537,0.7666666666666667,0.6756756756756757,0.6111111111111112,0.5675675675675675,0.5428571428571428,0.6486486486486487,0.59375,0.6451612903225806,0.6578947368421053,0.6176470588235294,0.6285714285714286,0.5588235294117647,0.5405405405405406,0.5757575757575758,0.5945945945945946,0.6052631578947368
0.59375,0.5666666666666667,0.43478260869565216,0.5172413793103449,0.92,0.5,0.45454545454545453,0.391304347826087,0.5,0.4583333333333333,0.5769230769230769,0.37037037037037035,0.41935483870967744,0.32,0.0,0.631578947368421,0.4482758620689655,0.38095238095238093,0.47619047619047616,0.48,0.5652173913043478,0.5,0.5357142857142857,0.52,0.46153846153846156,0.53125,0.5652173913043478,0.5862068965517241,0.4166666666666667,0.5185185185185185,0.6470588235294118,0.6341463414634146,0.64,0.6216216216216216,0.6363636363636364,0.6764705882352942,0.7058823529411765,0.6764705882352942,0.6486486486486487,0.6842105263157895,0.6571428571428571,0.7435897435897436,0.6666666666666666,0.6410256410256411,0.6857142857142857,0.7368421052631579,0.6857142857142857,0.6470588235294118,0.6111111111111112,0.6285714285714286,0.7352941176470589,0.6578947368421053,0.6666666666666666,0.6486486486486487,0.6756756756756757,0.631578947368421,0.6842105263157895,0.631578947368421,0.5945945945945946,0.6388888888888888,0.6470588235294118,0.6285714285714286,0.6388888888888888,0.6666666666666666,0.6571428571428571,0.6285714285714286,0.6666666666666666,0.675,0.6666666666666666,0.6829268292682927,0.5862068965517241,0.7058823529411765,0.6923076923076923,0.8214285714285714,0.7142857142857143,0.6857142857142857,0.6388888888888888,0.6176470588235294,0.6857142857142857,0.6774193548387096,0.6896551724137931,0.7297297297297297,0.696969696969697,0.6666666666666666,0.6764705882352942,0.6486486486486487,0.65625,0.6285714285714286,0.6388888888888888
0.7777777777777778,0.8076923076923077,0.6666666666666666,0.76,0.9285714285714286,0.5882352941176471,0.7058823529411765,0.6842105263157895,0.7142857142857143,0.6842105263157895,0.75,0.7692307692307693,0.7666666666666667,0.6956521739130435,0.631578947368421,0.0,0.7777777777777778,0.625,0.5714285714285714,0.7,0.6,0.6,0.7391304347826086,0.6842105263157895,0.7272727272727273,0.75,0.6875,0.6818181818181818,0.631578947368421,0.782608695652174,0.8275862068965517,0.8717948717948718,0.7058823529411765,0.8529411764705882,0.8214285714285714,0.8214285714285714,0.8571428571428571,0.8214285714285714,0.8484848484848485,0.8484848484848485,0.8333333333333334,0.8787878787878788,0.8571428571428571,0.8611111111111112,0.8275862068965517,0.8387096774193549,0.8275862068965517,0.8275862068965517,0.8484848484848485,0.8387096774193549,0.8518518518518519,0.8529411764705882,0.8148148148148148,0.8484848484848485,0.84375,0.8571428571428571,0.8484848484848485,0.8571428571428571,0.8571428571428571,0.84375,0.8275862068965517,0.8387096774193549,0.84375,0.8235294117647058,0.8333333333333334,0.8387096774193549,0.8695652173913043,0.8611111111111112,0.8387096774193549,0.8648648648648649,0.7916666666666666,0.896551724137931,0.8529411764705882,0.95,0.8620689655172413,0.9032258064516129,0.8064516129032258,0.8333333333333334,0.9032258064516129,0.84,0.8695652173913043,0.8709677419354839,0.8076923076923077,0.8571428571428571,0.8214285714285714,0.8484848484848485,0.8076923076923077,0.8387096774193549,0.84375
0.42424242424242425,0.3870967741935484,0.34615384615384615,0.3333333333333333,0.8666666666666667,0.5172413793103449,0.5357142857142857,0.37037037037037035,0.4666666666666667,0.37037037037037035,0.4827586206896552,0.3548387096774194,0.4444444444444444,0.36666666666666664,0.4482758620689655,0.7777777777777778,0.0,0.4230769230769231,0.5,0.5483870967741935,0.5185185185185185,0.5714285714285714,0.4,0.4827586206896552,0.4838709677419355,0.36363636363636365,0.5185185185185185,0.5,0.3333333333333333,0.53125,0.6052631578947368,0.5681818181818182,0.6333333333333333,0.55,0.5142857142857142,0.631578947368421,0.6578947368421053,0.5945945945945946,0.6097560975609756,0.6097560975609756,0.5789473684210527,0.6666666666666666,0.627906976744186,0.5365853658536586,0.6410256410256411,0.6904761904761905,0.6052631578947368,0.6410256410256411,0.5384615384615384,0.5897435897435898,0.5714285714285714,0.5853658536585366,0.5833333333333334,0.575,0.6341463414634146,0.5609756097560976,0.6097560975609756,0.5609756097560976,0.525,0.5641025641025641,0.5675675675675675,0.5526315789473685,0.5641025641025641,0.627906976744186,0.5405405405405406,0.5526315789473685,0.5510204081632653,0.6046511627906976,0.6585365853658537,0.6136363636363636,0.5454545454545454,0.6216216216216216,0.6190476190476191,0.75,0.6666666666666666,0.6410256410256411,0.6341463414634146,0.5405405405405406,0.6052631578947368,0.5882352941176471,0.6363636363636364,0.6153846153846154,0.5714285714285714,0.5833333333333334,0.5945945945945946,0.575,0.5294117647058824,0.5526315789473685,0.5641025641025641
0.5357142857142857,0.6071428571428571,0.2222222222222222,0.44,0.85,0.47619047619047616,0.42105263157894735,0.35,0.4782608695652174,0.42857142857142855,0.42857142857142855,0.4,0.5483870967741935,0.4166666666666667,0.38095238095238093,0.625,0.4230769230769231,0.0,0.4444444444444444,0.38095238095238093,0.47368421052631576,0.3888888888888889,0.4583333333333333,0.42857142857142855,0.5,0.5666666666666667,0.3888888888888889,0.6296296296296297,0.38095238095238093,0.5,0.6,0.6666666666666666,0.5,0.6176470588235294,0.6333333333333333,0.6333333333333333,0.6666666666666666,0.6333333333333333,0.6470588235294118,0.6857142857142857,0.65625,0.75,0.6666666666666666,0.6388888888888888,0.6451612903225806,0.7058823529411765,0.6,0.6451612903225806,0.6470588235294118,0.5806451612903226,0.6071428571428571,0.6571428571428571,0.6666666666666666,0.6470588235294118,0.6764705882352942,0.6285714285714286,0.6470588235294118,0.6666666666666666,0.6285714285714286,0.59375,0.6451612903225806,0.625,0.6363636363636364,0.6666666666666666,0.6129032258064516,0.625,0.6956521739130435,0.6756756756756757,0.7058823529411765,0.6842105263157895,0.52,0.7096774193548387,0.6944444444444444,0.7916666666666666,0.6774193548387096,0.6875,0.6363636363636364,0.6129032258064516,0.6875,0.6296296296296297,0.6923076923076923,0.696969696969697,0.6071428571428571,0.6666666666666666,0.5862068965517241,0.6470588235294118,0.6071428571428571,0.625,0.6363636363636364
0.6071428571428571,0.52,0.3333333333333333,0.52,0.8947368421052632,0.42105263157894735,0.6666666666666666,0.45,0.5,0.2777777777777778,0.5909090909090909,0.48,0.5666666666666667,0.43478260869565216,0.47619047619047616,0.5714285714285714,0.5,0.4444444444444444,0.0,0.6086956521739131,0.5,0.4117647058823529,0.6,0.45,0.45454545454545453,0.5862068965517241,0.5789473684210527,0.4782608695652174,0.5454545454545454,0.5217391304347826,0.7096774193548387,0.717948717948718,0.7272727272727273,0.6764705882352942,0.7,0.7,0.7333333333333333,0.7,0.7058823529411765,0.7058823529411765,0.6774193548387096,0.8055555555555556,0.7222222222222222,0.6944444444444444,0.7096774193548387,0.7647058823529411,0.7096774193548387,0.75,0.6666666666666666,0.6875,0.7241379310344828,0.7142857142857143,0.6896551724137931,0.7058823529411765,0.696969696969697,0.7222222222222222,0.7428571428571429,0.6857142857142857,0.6857142857142857,0.696969696969697,0.7096774193548387,0.6875,0.696969696969697,0.7567567567567568,0.71875,0.6875,0.7659574468085106,0.7297297297297297,0.7647058823529411,0.7368421052631579,0.6538461538461539,0.7741935483870968,0.75,0.875,0.78125,0.7096774193548387,0.7352941176470589,0.6774193548387096,0.75,0.7037037037037037,0.7692307692307693,0.7575757575757576,0.7241379310344828,0.6896551724137931,0.7,0.7058823529411765,0.6785714285714286,0.6875,0.696969696969697
0.59375,0.5666666666666667,0.5,0.4642857142857143,0.92,0.5,0.5217391304347826,0.52,0.6071428571428571,0.6296296296296297,0.52,0.42857142857142855,0.5151515151515151,0.38461538461538464,0.48,0.7,0.5483870967741935,0.38095238095238093,0.6086956521739131,0.0,0.5,0.5652173913043478,0.5357142857142857,0.6296296296296297,0.6206896551724138,0.53125,0.5652173913043478,0.6333333333333333,0.5384615384615384,0.5185185185185185,0.5625,0.6,0.64,0.6216216216216216,0.6363636363636364,0.59375,0.5333333333333333,0.5,0.5294117647058824,0.5714285714285714,0.5757575757575758,0.6756756756756757,0.5945945945945946,0.5675675675675675,0.5625,0.6285714285714286,0.6060606060606061,0.6060606060606061,0.6486486486486487,0.5454545454545454,0.6129032258064516,0.6216216216216216,0.7058823529411765,0.6111111111111112,0.6756756756756757,0.5945945945945946,0.6842105263157895,0.631578947368421,0.5945945945945946,0.6,0.6470588235294118,0.5882352941176471,0.6,0.6666666666666666,0.6176470588235294,0.6285714285714286,0.6086956521739131,0.6052631578947368,0.6285714285714286,0.6153846153846154,0.5862068965517241,0.7058823529411765,0.6578947368421053,0.7307692307692307,0.6363636363636364,0.6470588235294118,0.5151515151515151,0.5757575757575758,0.6470588235294118,0.6774193548387096,0.7333333333333333,0.6571428571428571,0.6129032258064516,0.7058823529411765,0.59375,0.6111111111111112,0.65625,0.5882352941176471,0.6388888888888888
0.5714285714285714,0.48,0.45,0.4166666666666667,0.9,0.45,0.47368421052631576,0.47619047619047616,0.38095238095238093,0.47619047619047616,0.5454545454545454,0.6071428571428571,0.625,0.5769230769230769,0.5652173913043478,0.6,0.5185185185185185,0.47368421052631576,0.5,0.5,0.0,0.6,0.56,0.5454545454545454,0.5416666666666666,0.5,0.5263157894736842,0.6666666666666666,0.5652173913043478,0.5416666666666666,0.6333333333333333,0.6923076923076923,0.6818181818181818,0.6470588235294118,0.6666666666666666,0.6666666666666666,0.6551724137931034,0.6206896551724138,0.6363636363636364,0.6764705882352942,0.6451612903225806,0.7777777777777778,0.6944444444444444,0.6666666666666666,0.6774193548387096,0.696969696969697,0.6333333333333333,0.6774193548387096,0.6764705882352942,0.6129032258064516,0.6428571428571429,0.6857142857142857,0.6551724137931034,0.6764705882352942,0.6666666666666666,0.6944444444444444,0.6764705882352942,0.6944444444444444,0.6944444444444444,0.625,0.6774193548387096,0.65625,0.6666666666666666,0.7297297297297297,0.6451612903225806,0.65625,0.7446808510638298,0.7027027027027027,0.7352941176470589,0.7105263157894737,0.6153846153846154,0.78125,0.7222222222222222,0.782608695652174,0.7096774193548387,0.7575757575757576,0.6666666666666666,0.6451612903225806,0.71875,0.7142857142857143,0.7307692307692307,0.7272727272727273,0.6428571428571429,0.7,0.6666666666666666,0.6764705882352942,0.6896551724137931,0.65625,0.6666666666666666
0.6666666666666666,0.5925925925925926,0.5238095238095238,0.5384615384615384,0.9,0.5238095238095238,0.6190476190476191,0.5454545454545454,0.5217391304347826,0.5454545454545454,0.5454545454545454,0.5555555555555556,0.5333333333333333,0.4583333333333333,0.5,0.6,0.5714285714285714,0.3888888888888889,0.4117647058823529,0.5652173913043478,0.6,0.0,0.56,0.47619047619047616,0.4782608695652174,0.5517241379310345,0.6666666666666666,0.56,0.5652173913043478,0.5416666666666666,0.6774193548387096,0.725,0.6818181818181818,0.6857142857142857,0.6666666666666666,0.6666666666666666,0.7,0.6666666666666666,0.6764705882352942,0.6363636363636364,0.6875,0.7428571428571429,0.6571428571428571,0.7027027027027027,0.6774193548387096,0.7352941176470589,0.71875,0.6774193548387096,0.6764705882352942,0.696969696969697,0.6896551724137931,0.7222222222222222,0.6551724137931034,0.7142857142857143,0.7058823529411765,0.6944444444444444,0.7142857142857143,0.6944444444444444,0.6571428571428571,0.6666666666666666,0.6774193548387096,0.696969696969697,0.7058823529411765,0.6944444444444444,0.6451612903225806,0.696969696969697,0.7446808510638298,0.7368421052631579,0.7352941176470589,0.7105263157894737,0.6153846153846154,0.78125,0.7567567567567568,0.88,0.75,0.7941176470588235,0.7058823529411765,0.6875,0.7575757575757576,0.7142857142857143,0.7777777777777778,0.7647058823529411,0.7333333333333333,0.78125,0.6666666666666666,0.7142857142857143,0.6428571428571429,0.696969696969697,0.7058823529411765
0.5,0.41379310344827586,0.44,0.35714285714285715,0.8888888888888888,0.5555555555555556,0.6296296296296297,0.5185185185185185,0.4444444444444444,0.5714285714285714,0.5185185185185185,0.4838709677419355,0.375,0.39285714285714285,0.5357142857142857,0.7391304347826086,0.4,0.4583333333333333,0.6,0.5357142857142857,0.56,0.56,0.0,0.5714285714285714,0.4074074074074074,0.4375,0.56,0.5806451612903226,0.48148148148148145,0.6129032258064516,0.6388888888888888,0.627906976744186,0.6785714285714286,0.6153846153846154,0.6285714285714286,0.6666666666666666,0.6571428571428571,0.6285714285714286,0.5675675675675675,0.6410256410256411,0.6486486486486487,0.7619047619047619,0.6585365853658537,0.6,0.6388888888888888,0.6923076923076923,0.6388888888888888,0.7105263157894737,0.675,0.6216216216216216,0.6470588235294118,0.65,0.6944444444444444,0.6410256410256411,0.6666666666666666,0.625,0.675,0.6585365853658537,0.625,0.631578947368421,0.6756756756756757,0.6578947368421053,0.6666666666666666,0.6585365853658537,0.6486486486486487,0.6216216216216216,0.66,0.6976744186046512,0.6578947368421053,0.6744186046511628,0.5333333333333333,0.6571428571428571,0.6829268292682927,0.7586206896551724,0.7027027027027027,0.6388888888888888,0.631578947368421,0.6111111111111112,0.6756756756756757,0.625,0.6774193548387096,0.717948717948718,0.6857142857142857,0.6571428571428571,0.6666666666666666,0.7073170731707317,0.6857142857142857,0.6578947368421053,0.6666666666666666
0.5333333333333333,0.5517241379310345,0.4090909090909091,0.5,0.8181818181818182,0.5416666666666666,0.5,0.43478260869565216,0.4166666666666667,0.36363636363636365,0.36363636363636365,0.5172413793103449,0.5454545454545454,0.4230769230769231,0.52,0.6842105263157895,0.4827586206896552,0.42857142857142855,0.45,0.6296296296296297,0.5454545454545454,0.47619047619047616,0.5714285714285714,0.0,0.44,0.5161290322580645,0.47619047619047616,0.5714285714285714,0.391304347826087,0.5,0.6363636363636364,0.6585365853658537,0.625,0.6111111111111112,0.625,0.6666666666666666,0.696969696969697,0.6666666666666666,0.6,0.6388888888888888,0.6857142857142857,0.6666666666666666,0.6216216216216216,0.631578947368421,0.6764705882352942,0.7297297297297297,0.6363636363636364,0.6363636363636364,0.6388888888888888,0.6176470588235294,0.6451612903225806,0.6842105263157895,0.5666666666666667,0.6756756756756757,0.6666666666666666,0.6216216216216216,0.7105263157894737,0.6578947368421053,0.6216216216216216,0.5882352941176471,0.59375,0.6944444444444444,0.5882352941176471,0.6216216216216216,0.6470588235294118,0.6571428571428571,0.6595744680851063,0.6666666666666666,0.6944444444444444,0.6410256410256411,0.5714285714285714,0.7352941176470589,0.717948717948718,0.8148148148148148,0.625,0.6363636363636364,0.6666666666666666,0.6470588235294118,0.7142857142857143,0.6666666666666666,0.7241379310344828,0.7222222222222222,0.6,0.696969696969697,0.5806451612903226,0.6388888888888888,0.6,0.6571428571428571,0.6666666666666666
0.4838709677419355,0.4482758620689655,0.48,0.3333333333333333,0.8846153846153846,0.5384615384615384,0.56,0.5555555555555556,0.2916666666666667,0.44,0.5,0.41379310344827586,0.3548387096774194,0.42857142857142855,0.46153846153846156,0.7272727272727273,0.4838709677419355,0.5,0.45454545454545453,0.6206896551724138,0.5416666666666666,0.4782608695652174,0.4074074074074074,0.44,0.0,0.41935483870967744,0.5416666666666666,0.5666666666666667,0.46153846153846156,0.5517241379310345,0.5882352941176471,0.55,0.6666666666666666,0.5675675675675675,0.6176470588235294,0.6571428571428571,0.6470588235294118,0.6176470588235294,0.5555555555555556,0.5555555555555556,0.6,0.6923076923076923,0.5789473684210527,0.5897435897435898,0.5882352941176471,0.6486486486486487,0.5882352941176471,0.6666666666666666,0.5555555555555556,0.5714285714285714,0.6363636363636364,0.6052631578947368,0.5625,0.5945945945945946,0.5833333333333334,0.5405405405405406,0.631578947368421,0.6153846153846154,0.5789473684210527,0.5428571428571428,0.6666666666666666,0.6486486486486487,0.6923076923076923,0.65,0.6388888888888888,0.6486486486486487,0.68,0.6904761904761905,0.717948717948718,0.6976744186046512,0.5666666666666667,0.7222222222222222,0.675,0.7931034482758621,0.6571428571428571,0.6285714285714286,0.6578947368421053,0.6388888888888888,0.7027027027027027,0.696969696969697,0.75,0.7435897435897436,0.7142857142857143,0.6060606060606061,0.6571428571428571,0.6666666666666666,0.6363636363636364,0.6486486486486487,0.6578947368421053
0.5405405405405406,0.42424242424242425,0.5483870967741935,0.26666666666666666,0.9090909090909091,0.5,0.6129032258064516,0.5625,0.45161290322580644,0.4666666666666667,0.5625,0.4411764705882353,0.43243243243243246,0.40625,0.53125,0.75,0.36363636363636365,0.5666666666666667,0.5862068965517241,0.53125,0.5,0.5517241379310345,0.4375,0.5161290322580645,0.41935483870967744,0.0,0.6451612903225806,0.48484848484848486,0.43333333333333335,0.5151515151515151,0.625,0.5555555555555556,0.7352941176470589,0.5,0.6153846153846154,0.65,0.6410256410256411,0.6153846153846154,0.525,0.525,0.6,0.6511627906976745,0.5813953488372093,0.5581395348837209,0.6585365853658537,0.6744186046511628,0.6585365853658537,0.6585365853658537,0.5609756097560976,0.6428571428571429,0.631578947368421,0.6046511627906976,0.5675675675675675,0.5952380952380952,0.6511627906976745,0.5476190476190477,0.627906976744186,0.5813953488372093,0.5476190476190477,0.55,0.625,0.6428571428571429,0.6511627906976745,0.6136363636363636,0.6,0.6744186046511628,0.6226415094339622,0.6808510638297872,0.6744186046511628,0.6595744680851063,0.6486486486486487,0.7674418604651163,0.6956521739130435,0.8333333333333334,0.7142857142857143,0.7777777777777778,0.6511627906976745,0.6341463414634146,0.6904761904761905,0.717948717948718,0.7631578947368421,0.6976744186046512,0.631578947368421,0.675,0.6153846153846154,0.5952380952380952,0.5555555555555556,0.6428571428571429,0.6511627906976745
0.5185185185185185,0.6428571428571429,0.3684210526315789,0.5384615384615384,0.7777777777777778,0.5909090909090909,0.47368421052631576,0.6086956521739131,0.5833333333333334,0.47619047619047616,0.47619047619047616,0.5555555555555556,0.625,0.52,0.5652173913043478,0.6875,0.5185185185185185,0.3888888888888889,0.5789473684210527,0.5652173913043478,0.5263157894736842,0.6666666666666666,0.56,0.47619047619047616,0.5416666666666666,0.6451612903225806,0.0,0.7142857142857143,0.35,0.6538461538461539,0.6774193548387096,0.6923076923076923,0.55,0.6857142857142857,0.7096774193548387,0.7096774193548387,0.7419354838709677,0.7096774193548387,0.6764705882352942,0.75,0.7272727272727273,0.7777777777777778,0.7297297297297297,0.7027027027027027,0.71875,0.7714285714285715,0.6774193548387096,0.6774193548387096,0.7142857142857143,0.65625,0.6428571428571429,0.7222222222222222,0.7,0.7142857142857143,0.7428571428571429,0.7297297297297297,0.6764705882352942,0.7297297297297297,0.6944444444444444,0.6666666666666666,0.71875,0.696969696969697,0.7058823529411765,0.6944444444444444,0.6875,0.696969696969697,0.7708333333333334,0.7368421052631579,0.7714285714285715,0.7435897435897436,0.6153846153846154,0.78125,0.7567567567567568,0.782608695652174,0.7096774193548387,0.6774193548387096,0.7058823529411765,0.6875,0.7575757575757576,0.7142857142857143,0.7777777777777778,0.7647058823529411,0.5925925925925926,0.7,0.6206896551724138,0.7142857142857143,0.6896551724137931,0.696969696969697,0.7058823529411765
0.6285714285714286,0.6060606060606061,0.5555555555555556,0.5161290322580645,0.9285714285714286,0.5,0.6785714285714286,0.5185185185185185,0.6,0.5185185185185185,0.6206896551724138,0.53125,0.5142857142857142,0.5,0.5862068965517241,0.6818181818181818,0.5,0.6296296296296297,0.4782608695652174,0.6333333333333333,0.6666666666666666,0.56,0.5806451612903226,0.5714285714285714,0.5666666666666667,0.48484848484848486,0.7142857142857143,0.0,0.5862068965517241,0.6129032258064516,0.7105263157894737,0.6590909090909091,0.7241379310344828,0.65,0.6666666666666666,0.7368421052631579,0.7631578947368421,0.7027027027027027,0.675,0.6052631578947368,0.6486486486486487,0.7,0.6585365853658537,0.6341463414634146,0.7105263157894737,0.7560975609756098,0.7105263157894737,0.7435897435897436,0.6410256410256411,0.6923076923076923,0.6857142857142857,0.65,0.6176470588235294,0.6410256410256411,0.6666666666666666,0.6585365853658537,0.7073170731707317,0.6585365853658537,0.6585365853658537,0.631578947368421,0.6756756756756757,0.6923076923076923,0.7,0.6904761904761905,0.6842105263157895,0.725,0.66,0.7272727272727273,0.725,0.7045454545454546,0.7058823529411765,0.7948717948717948,0.7142857142857143,0.9090909090909091,0.7368421052631579,0.7435897435897436,0.7317073170731707,0.6842105263157895,0.7435897435897436,0.7428571428571429,0.7941176470588235,0.75,0.6857142857142857,0.6944444444444444,0.7027027027027027,0.6410256410256411,0.6470588235294118,0.6923076923076923,0.7
0.5,0.5172413793103449,0.43478260869565216,0.4642857142857143,0.8260869565217391,0.5,0.5217391304347826,0.5769230769230769,0.5,0.391304347826087,0.4583333333333333,0.4827586206896552,0.5151515151515151,0.38461538461538464,0.4166666666666667,0.631578947368421,0.3333333333333333,0.38095238095238093,0.5454545454545454,0.5384615384615384,0.5652173913043478,0.5652173913043478,0.48148148148148145,0.391304347826087,0.46153846153846156,0.43333333333333335,0.35,0.5862068965517241,0.0,0.6206896551724138,0.6857142857142857,0.6341463414634146,0.5833333333333334,0.6216216216216216,0.6363636363636364,0.7142857142857143,0.7428571428571429,0.6764705882352942,0.6842105263157895,0.6842105263157895,0.6944444444444444,0.7105263157894737,0.7,0.6410256410256411,0.7222222222222222,0.7692307692307693,0.6857142857142857,0.6470588235294118,0.6486486486486487,0.6666666666666666,0.65625,0.6923076923076923,0.625,0.6842105263157895,0.7435897435897436,0.6666666666666666,0.6842105263157895,0.6666666666666666,0.631578947368421,0.6388888888888888,0.6857142857142857,0.6666666666666666,0.7105263157894737,0.6666666666666666,0.6571428571428571,0.7027027027027027,0.6666666666666666,0.7073170731707317,0.7368421052631579,0.7142857142857143,0.6333333333333333,0.7777777777777778,0.725,0.8214285714285714,0.7142857142857143,0.7222222222222222,0.6756756756756757,0.6571428571428571,0.7222222222222222,0.71875,0.7741935483870968,0.7297297297297297,0.6129032258064516,0.6666666666666666,0.6764705882352942,0.6842105263157895,0.6129032258064516,0.6666666666666666,0.6756756756756757
